report_date,platform_code,platform_name,account_id,ad_account_id,account_name,imp,click,cost,cv
2024-02-15,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-01,Pin,Pine,1,,ニトリ_SEPTENI,3.0,0.0,0.0,0.0
2024-02-07,Pin,Pine,1,,ニトリ_SEPTENI,2.0,0.0,0.0,0.0
2024-02-08,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-09,Pin,Pine,1,,ニトリ_SEPTENI,3.0,0.0,0.0,0.0
2024-02-13,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-14,Pin,Pine,1,,ニトリ_SEPTENI,2.0,0.0,0.0,0.0
2024-02-01,Pin,Pine,1,,ニトリ_SEPTENI,4.0,0.0,0.0,0.0
2024-02-02,Pin,Pine,1,,ニトリ_SEPTENI,3.0,0.0,0.0,0.0
2024-02-04,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-12,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-13,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-14,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-18,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-01,Pin,Pine,1,,ニトリ_SEPTENI,2.0,0.0,0.0,0.0
2024-02-02,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-07,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-08,Pin,Pine,1,,ニトリ_SEPTENI,2.0,0.0,0.0,0.0
2024-02-09,Pin,Pine,1,,ニトリ_SEPTENI,3.0,0.0,0.0,0.0
2024-02-14,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-18,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-07,Pin,Pine,1,,ニトリ_SEPTENI,3.0,0.0,0.0,0.0
2024-02-04,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-09,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
2024-02-14,Pin,Pine,1,,ニトリ_SEPTENI,1.0,0.0,0.0,0.0
